"","job","education","age","day_of_week","euribor3m","marital","nr.employed","month"
"32090","admin.","high.school",37,"fri",1.313,"divorced",5099.1,"may"
"32091","admin.","high.school",35,"fri",1.313,"married",5099.1,"may"
"32106","services","high.school",33,"fri",1.313,"married",5099.1,"may"
"32120","technician","professional.course",39,"fri",1.313,"single",5099.1,"may"
"32124","technician","professional.course",42,"fri",1.313,"married",5099.1,"may"
"32133","technician","university.degree",36,"fri",1.313,"married",5099.1,"may"
"32135","technician","university.degree",45,"fri",1.313,"divorced",5099.1,"may"
"32140","services","high.school",35,"fri",1.313,"single",5099.1,"may"
"32141","admin.","high.school",38,"fri",1.313,"married",5099.1,"may"
"32142","blue-collar","high.school",37,"fri",1.313,"married",5099.1,"may"
"32146","blue-collar","basic.9y",39,"fri",1.313,"divorced",5099.1,"may"
"32148","blue-collar","high.school",36,"fri",1.313,"married",5099.1,"may"
"32149","blue-collar","basic.9y",31,"fri",1.313,"married",5099.1,"may"
"32156","services","high.school",31,"fri",1.313,"single",5099.1,"may"
"32163","retired","university.degree",57,"fri",1.313,"single",5099.1,"may"
"32164","management","high.school",42,"fri",1.313,"divorced",5099.1,"may"
"32168","technician","professional.course",33,"fri",1.313,"single",5099.1,"may"
"32176","admin.","high.school",25,"fri",1.313,"single",5099.1,"may"
"32181","self-employed","university.degree",31,"fri",1.313,"married",5099.1,"may"
"32182","admin.","high.school",38,"fri",1.313,"married",5099.1,"may"
"32183","blue-collar","university.degree",51,"fri",1.313,"married",5099.1,"may"
"32185","technician","professional.course",33,"fri",1.313,"married",5099.1,"may"
"32195","self-employed","university.degree",37,"fri",1.313,"single",5099.1,"may"
"32203","admin.","high.school",53,"fri",1.313,"married",5099.1,"may"
"32208","technician","professional.course",39,"fri",1.313,"married",5099.1,"may"
"32215","blue-collar","basic.9y",36,"fri",1.313,"married",5099.1,"may"
"32221","technician","university.degree",32,"fri",1.313,"single",5099.1,"may"
"32224","blue-collar","basic.6y",36,"fri",1.313,"married",5099.1,"may"
"32226","blue-collar","basic.4y",55,"fri",1.313,"divorced",5099.1,"may"
"32228","blue-collar","basic.9y",56,"fri",1.313,"married",5099.1,"may"
"32231","technician","high.school",32,"fri",1.313,"married",5099.1,"may"
"32237","services","high.school",40,"fri",1.313,"single",5099.1,"may"
"32258","blue-collar","university.degree",51,"fri",1.313,"married",5099.1,"may"
"32269","services","basic.4y",40,"fri",1.313,"married",5099.1,"may"
"32273","self-employed","university.degree",35,"fri",1.313,"single",5099.1,"may"
"32284","services","high.school",35,"fri",1.313,"married",5099.1,"may"
"32290","admin.","university.degree",34,"fri",1.313,"single",5099.1,"may"
"32292","technician","basic.9y",24,"fri",1.313,"single",5099.1,"may"
"32301","admin.","university.degree",42,"fri",1.313,"divorced",5099.1,"may"
"32305","blue-collar","basic.6y",41,"fri",1.313,"single",5099.1,"may"
"32309","blue-collar","basic.9y",43,"fri",1.313,"married",5099.1,"may"
"32313","admin.","university.degree",35,"fri",1.313,"single",5099.1,"may"
"32317","services","high.school",35,"fri",1.313,"married",5099.1,"may"
"32321","blue-collar","high.school",39,"fri",1.313,"married",5099.1,"may"
"32323","blue-collar","basic.6y",37,"fri",1.313,"married",5099.1,"may"
"32326","self-employed","basic.9y",37,"fri",1.313,"single",5099.1,"may"
"32329","blue-collar","basic.9y",35,"fri",1.313,"single",5099.1,"may"
"32337","management","high.school",57,"fri",1.313,"married",5099.1,"may"
"32339","admin.","high.school",28,"fri",1.313,"married",5099.1,"may"
"32340","blue-collar","basic.9y",41,"fri",1.313,"married",5099.1,"may"
"32349","blue-collar","basic.9y",33,"fri",1.313,"married",5099.1,"may"
"32357","services","high.school",52,"fri",1.313,"married",5099.1,"may"
"32361","blue-collar","basic.9y",33,"fri",1.313,"married",5099.1,"may"
"32362","retired","basic.6y",52,"fri",1.313,"divorced",5099.1,"may"
"32370","admin.","high.school",58,"fri",1.313,"married",5099.1,"may"
"32371","admin.","university.degree",33,"fri",1.313,"married",5099.1,"may"
"32377","self-employed","basic.9y",30,"fri",1.313,"married",5099.1,"may"
"32380","blue-collar","basic.4y",39,"fri",1.313,"married",5099.1,"may"
"32386","technician","professional.course",34,"fri",1.313,"married",5099.1,"may"
"32402","admin.","high.school",33,"fri",1.313,"married",5099.1,"may"
"32411","management","basic.4y",55,"fri",1.313,"married",5099.1,"may"
"32415","entrepreneur","university.degree",55,"fri",1.313,"divorced",5099.1,"may"
"32416","admin.","high.school",31,"fri",1.313,"married",5099.1,"may"
"32417","blue-collar","basic.6y",41,"fri",1.313,"single",5099.1,"may"
"32418","services","high.school",35,"fri",1.313,"single",5099.1,"may"
"32427","services","high.school",30,"fri",1.313,"single",5099.1,"may"
"32429","blue-collar","basic.6y",31,"fri",1.313,"married",5099.1,"may"
"32430","admin.","university.degree",41,"fri",1.313,"married",5099.1,"may"
"32438","management","professional.course",35,"fri",1.313,"married",5099.1,"may"
"32449","blue-collar","high.school",38,"fri",1.313,"single",5099.1,"may"
"32450","management","professional.course",35,"fri",1.313,"married",5099.1,"may"
"32453","services","high.school",27,"fri",1.313,"single",5099.1,"may"
"32454","admin.","high.school",46,"fri",1.313,"married",5099.1,"may"
"32459","services","high.school",39,"fri",1.313,"married",5099.1,"may"
"32463","admin.","university.degree",37,"fri",1.313,"married",5099.1,"may"
"32473","services","high.school",47,"fri",1.313,"married",5099.1,"may"
"32474","blue-collar","basic.9y",36,"fri",1.313,"married",5099.1,"may"
"32480","blue-collar","basic.9y",49,"fri",1.313,"married",5099.1,"may"
"32482","services","high.school",30,"fri",1.313,"single",5099.1,"may"
"32483","blue-collar","basic.6y",43,"fri",1.313,"married",5099.1,"may"
"32485","blue-collar","professional.course",45,"fri",1.313,"single",5099.1,"may"
"32488","admin.","high.school",28,"fri",1.313,"married",5099.1,"may"
"32493","technician","university.degree",54,"fri",1.313,"married",5099.1,"may"
"32494","technician","university.degree",32,"fri",1.313,"single",5099.1,"may"
"32498","blue-collar","basic.4y",43,"fri",1.313,"married",5099.1,"may"
"32499","admin.","high.school",32,"fri",1.313,"married",5099.1,"may"
"32506","admin.","university.degree",35,"fri",1.313,"married",5099.1,"may"
"32513","blue-collar","basic.9y",30,"fri",1.313,"married",5099.1,"may"
"32537","services","high.school",29,"fri",1.313,"divorced",5099.1,"may"
"32540","blue-collar","basic.4y",47,"fri",1.313,"married",5099.1,"may"
"32547","blue-collar","basic.9y",34,"fri",1.313,"married",5099.1,"may"
"32548","admin.","high.school",52,"fri",1.313,"married",5099.1,"may"
"32549","blue-collar","basic.6y",32,"fri",1.313,"single",5099.1,"may"
"32552","admin.","basic.9y",34,"fri",1.313,"married",5099.1,"may"
"32556","blue-collar","basic.6y",26,"mon",1.299,"married",5099.1,"may"
"32560","technician","professional.course",44,"mon",1.299,"married",5099.1,"may"
"32564","management","high.school",54,"mon",1.299,"married",5099.1,"may"
"32565","management","university.degree",30,"mon",1.299,"married",5099.1,"may"
"32566","entrepreneur","university.degree",38,"mon",1.299,"single",5099.1,"may"
"32574","blue-collar","high.school",32,"mon",1.299,"single",5099.1,"may"
"32586","blue-collar","high.school",25,"mon",1.299,"single",5099.1,"may"
"32599","blue-collar","basic.9y",27,"mon",1.299,"married",5099.1,"may"
"32609","admin.","high.school",34,"mon",1.299,"married",5099.1,"may"
"32619","admin.","university.degree",26,"mon",1.299,"single",5099.1,"may"
"32634","blue-collar","basic.9y",23,"mon",1.299,"single",5099.1,"may"
"32635","entrepreneur","basic.9y",37,"mon",1.299,"married",5099.1,"may"
"32641","blue-collar","unknown",35,"mon",1.299,"married",5099.1,"may"
"32642","entrepreneur","basic.9y",37,"mon",1.299,"married",5099.1,"may"
"32643","technician","university.degree",31,"mon",1.299,"single",5099.1,"may"
"32649","services","high.school",33,"mon",1.299,"single",5099.1,"may"
"32652","admin.","high.school",38,"mon",1.299,"divorced",5099.1,"may"
"32656","services","high.school",52,"mon",1.299,"married",5099.1,"may"
"32667","blue-collar","basic.4y",40,"mon",1.299,"married",5099.1,"may"
"32668","blue-collar","basic.9y",52,"mon",1.299,"married",5099.1,"may"
"32674","self-employed","university.degree",27,"mon",1.299,"married",5099.1,"may"
"32676","housemaid","basic.9y",32,"mon",1.299,"single",5099.1,"may"
"32688","technician","university.degree",33,"mon",1.299,"single",5099.1,"may"
"32690","admin.","high.school",31,"mon",1.299,"divorced",5099.1,"may"
"32692","admin.","high.school",31,"mon",1.299,"divorced",5099.1,"may"
"32697","blue-collar","basic.6y",42,"mon",1.299,"married",5099.1,"may"
"32699","blue-collar","basic.6y",28,"mon",1.299,"married",5099.1,"may"
"32700","services","high.school",32,"mon",1.299,"married",5099.1,"may"
"32705","services","high.school",39,"mon",1.299,"married",5099.1,"may"
"32717","technician","university.degree",57,"mon",1.299,"married",5099.1,"may"
"32721","blue-collar","basic.4y",50,"mon",1.299,"married",5099.1,"may"
"32723","blue-collar","high.school",38,"mon",1.299,"married",5099.1,"may"
"32729","technician","basic.9y",27,"mon",1.299,"single",5099.1,"may"
"32730","technician","university.degree",46,"mon",1.299,"married",5099.1,"may"
"32745","blue-collar","basic.4y",35,"mon",1.299,"single",5099.1,"may"
"32753","blue-collar","basic.4y",28,"mon",1.299,"married",5099.1,"may"
"32760","blue-collar","basic.6y",47,"mon",1.299,"married",5099.1,"may"
"32765","admin.","university.degree",35,"mon",1.299,"single",5099.1,"may"
"32769","unknown","high.school",27,"mon",1.299,"single",5099.1,"may"
"32771","technician","basic.9y",34,"mon",1.299,"married",5099.1,"may"
"32777","admin.","high.school",30,"mon",1.299,"single",5099.1,"may"
"32791","blue-collar","basic.9y",27,"mon",1.299,"married",5099.1,"may"
"32805","admin.","university.degree",33,"mon",1.299,"single",5099.1,"may"
"32811","services","high.school",41,"mon",1.299,"divorced",5099.1,"may"
"32812","admin.","university.degree",34,"mon",1.299,"unknown",5099.1,"may"
"32820","admin.","high.school",39,"mon",1.299,"married",5099.1,"may"
"32829","blue-collar","basic.4y",54,"mon",1.299,"married",5099.1,"may"
"32835","admin.","high.school",33,"mon",1.299,"married",5099.1,"may"
"32836","blue-collar","professional.course",28,"mon",1.299,"single",5099.1,"may"
"32837","admin.","high.school",33,"mon",1.299,"married",5099.1,"may"
"32847","admin.","basic.9y",29,"mon",1.299,"single",5099.1,"may"
"32850","blue-collar","basic.4y",39,"mon",1.299,"married",5099.1,"may"
"32860","blue-collar","basic.4y",28,"mon",1.299,"married",5099.1,"may"
"32862","management","university.degree",55,"mon",1.299,"married",5099.1,"may"
"32866","entrepreneur","basic.6y",49,"mon",1.299,"married",5099.1,"may"
"32870","blue-collar","basic.4y",30,"mon",1.299,"married",5099.1,"may"
"32877","blue-collar","basic.4y",38,"mon",1.299,"divorced",5099.1,"may"
"32879","admin.","basic.6y",51,"mon",1.299,"married",5099.1,"may"
"32884","admin.","basic.9y",50,"mon",1.299,"single",5099.1,"may"
"32886","technician","high.school",32,"mon",1.299,"single",5099.1,"may"
"32887","blue-collar","basic.4y",47,"mon",1.299,"married",5099.1,"may"
"32888","management","basic.4y",54,"mon",1.299,"married",5099.1,"may"
"32896","blue-collar","basic.9y",28,"mon",1.299,"married",5099.1,"may"
"32899","blue-collar","basic.4y",35,"mon",1.299,"single",5099.1,"may"
"32902","services","high.school",41,"mon",1.299,"single",5099.1,"may"
"32911","services","high.school",30,"mon",1.299,"married",5099.1,"may"
"32914","blue-collar","basic.6y",32,"mon",1.299,"married",5099.1,"may"
"32916","admin.","basic.9y",43,"mon",1.299,"divorced",5099.1,"may"
"32920","technician","professional.course",28,"mon",1.299,"single",5099.1,"may"
"32927","blue-collar","basic.9y",49,"mon",1.299,"married",5099.1,"may"
"32934","technician","high.school",57,"mon",1.299,"married",5099.1,"may"
"32944","blue-collar","basic.6y",32,"mon",1.299,"married",5099.1,"may"
"32953","blue-collar","basic.9y",29,"mon",1.299,"married",5099.1,"may"
"32957","services","basic.9y",31,"mon",1.299,"married",5099.1,"may"
"32958","blue-collar","basic.9y",29,"mon",1.299,"married",5099.1,"may"
"32960","management","university.degree",55,"mon",1.299,"married",5099.1,"may"
"32967","student","high.school",26,"mon",1.299,"single",5099.1,"may"
"32974","blue-collar","basic.9y",43,"mon",1.299,"married",5099.1,"may"
"32975","technician","basic.9y",24,"mon",1.299,"single",5099.1,"may"
"32980","services","professional.course",43,"mon",1.299,"divorced",5099.1,"may"
"32988","management","high.school",54,"mon",1.299,"married",5099.1,"may"
"32996","blue-collar","basic.4y",30,"mon",1.299,"married",5099.1,"may"
"33003","blue-collar","basic.6y",47,"mon",1.299,"married",5099.1,"may"
"33005","technician","professional.course",30,"mon",1.299,"single",5099.1,"may"
"33010","self-employed","university.degree",55,"mon",1.299,"married",5099.1,"may"
"33015","technician","university.degree",35,"mon",1.299,"single",5099.1,"may"
"33016","blue-collar","basic.9y",31,"mon",1.299,"married",5099.1,"may"
"33020","blue-collar","basic.9y",29,"mon",1.299,"married",5099.1,"may"
"33022","blue-collar","basic.4y",42,"mon",1.299,"married",5099.1,"may"
"33023","blue-collar","basic.4y",47,"mon",1.299,"married",5099.1,"may"
"33028","services","high.school",33,"mon",1.299,"single",5099.1,"may"
"33030","entrepreneur","basic.4y",29,"mon",1.299,"married",5099.1,"may"
"33032","services","high.school",41,"mon",1.299,"single",5099.1,"may"
"33042","blue-collar","basic.6y",41,"mon",1.299,"married",5099.1,"may"
"33044","services","basic.9y",23,"mon",1.299,"single",5099.1,"may"
"33060","technician","university.degree",40,"mon",1.299,"married",5099.1,"may"
"33063","blue-collar","basic.9y",28,"mon",1.299,"married",5099.1,"may"
"33066","technician","basic.9y",29,"mon",1.299,"single",5099.1,"may"
"33067","technician","university.degree",31,"mon",1.299,"single",5099.1,"may"
"33068","services","professional.course",30,"mon",1.299,"married",5099.1,"may"
"33075","blue-collar","high.school",27,"tue",1.291,"single",5099.1,"may"
"33076","admin.","university.degree",36,"tue",1.291,"single",5099.1,"may"
"33084","admin.","university.degree",28,"tue",1.291,"married",5099.1,"may"
"33085","services","high.school",33,"tue",1.291,"divorced",5099.1,"may"
"33091","services","high.school",39,"tue",1.291,"married",5099.1,"may"
"33102","admin.","high.school",35,"tue",1.291,"single",5099.1,"may"
"33106","blue-collar","unknown",43,"tue",1.291,"married",5099.1,"may"
"33112","management","university.degree",50,"tue",1.291,"divorced",5099.1,"may"
"33116","blue-collar","basic.6y",31,"tue",1.291,"married",5099.1,"may"
"33123","blue-collar","high.school",38,"tue",1.291,"married",5099.1,"may"
"33126","blue-collar","unknown",43,"tue",1.291,"married",5099.1,"may"
"33147","admin.","university.degree",32,"tue",1.291,"divorced",5099.1,"may"
"33148","admin.","high.school",28,"tue",1.291,"single",5099.1,"may"
"33151","blue-collar","basic.9y",48,"tue",1.291,"married",5099.1,"may"
"33154","blue-collar","basic.9y",31,"tue",1.291,"single",5099.1,"may"
"33159","blue-collar","high.school",35,"tue",1.291,"married",5099.1,"may"
"33161","services","high.school",36,"tue",1.291,"single",5099.1,"may"
"33164","blue-collar","high.school",35,"tue",1.291,"married",5099.1,"may"
"33168","blue-collar","basic.6y",49,"tue",1.291,"married",5099.1,"may"
"33171","blue-collar","basic.4y",45,"tue",1.291,"married",5099.1,"may"
"33172","admin.","basic.9y",38,"tue",1.291,"married",5099.1,"may"
"33186","blue-collar","basic.4y",54,"tue",1.291,"married",5099.1,"may"
"33191","admin.","university.degree",43,"tue",1.291,"single",5099.1,"may"
"33200","student","high.school",29,"tue",1.291,"single",5099.1,"may"
"33206","management","university.degree",39,"tue",1.291,"single",5099.1,"may"
"33207","blue-collar","basic.9y",59,"tue",1.291,"married",5099.1,"may"
"33210","services","high.school",37,"tue",1.291,"married",5099.1,"may"
"33215","admin.","high.school",28,"tue",1.291,"single",5099.1,"may"
"33217","admin.","high.school",34,"tue",1.291,"married",5099.1,"may"
"33221","management","university.degree",39,"tue",1.291,"single",5099.1,"may"
"33226","blue-collar","basic.9y",26,"tue",1.291,"married",5099.1,"may"
"33228","admin.","university.degree",37,"tue",1.291,"married",5099.1,"may"
"33229","student","unknown",38,"tue",1.291,"divorced",5099.1,"may"
"33233","blue-collar","basic.9y",44,"tue",1.291,"divorced",5099.1,"may"
"33237","admin.","university.degree",45,"tue",1.291,"married",5099.1,"may"
"33246","blue-collar","high.school",32,"tue",1.291,"single",5099.1,"may"
"33250","admin.","university.degree",36,"tue",1.291,"single",5099.1,"may"
"33253","admin.","high.school",37,"tue",1.291,"single",5099.1,"may"
"33259","blue-collar","basic.4y",42,"tue",1.291,"married",5099.1,"may"
"33274","unemployed","basic.9y",53,"tue",1.291,"married",5099.1,"may"
"33276","self-employed","high.school",33,"tue",1.291,"single",5099.1,"may"
"33280","services","high.school",36,"tue",1.291,"single",5099.1,"may"
"33282","self-employed","high.school",33,"tue",1.291,"single",5099.1,"may"
"33288","admin.","high.school",43,"tue",1.291,"married",5099.1,"may"
"33302","blue-collar","basic.4y",28,"tue",1.291,"married",5099.1,"may"
"33303","blue-collar","basic.4y",28,"tue",1.291,"married",5099.1,"may"
"33323","blue-collar","basic.4y",43,"tue",1.291,"married",5099.1,"may"
"33325","technician","professional.course",39,"tue",1.291,"single",5099.1,"may"
"33330","technician","professional.course",39,"tue",1.291,"single",5099.1,"may"
"33334","blue-collar","basic.4y",33,"tue",1.291,"single",5099.1,"may"
"33335","admin.","university.degree",29,"tue",1.291,"married",5099.1,"may"
"33337","admin.","high.school",30,"tue",1.291,"married",5099.1,"may"
"33339","blue-collar","basic.4y",33,"tue",1.291,"single",5099.1,"may"
"33341","admin.","high.school",37,"tue",1.291,"married",5099.1,"may"
"33344","unemployed","high.school",28,"tue",1.291,"married",5099.1,"may"
"33347","admin.","high.school",55,"tue",1.291,"married",5099.1,"may"
"33348","blue-collar","basic.9y",38,"tue",1.291,"married",5099.1,"may"
"33349","blue-collar","basic.9y",46,"tue",1.291,"married",5099.1,"may"
"33351","technician","professional.course",27,"tue",1.291,"single",5099.1,"may"
"33352","services","basic.6y",38,"tue",1.291,"divorced",5099.1,"may"
"33360","management","basic.9y",48,"tue",1.291,"married",5099.1,"may"
"33366","blue-collar","basic.4y",56,"tue",1.291,"divorced",5099.1,"may"
"33371","blue-collar","basic.4y",42,"tue",1.291,"married",5099.1,"may"
"33374","admin.","university.degree",32,"tue",1.291,"married",5099.1,"may"
"33381","services","high.school",28,"tue",1.291,"single",5099.1,"may"
"33386","admin.","high.school",55,"tue",1.291,"married",5099.1,"may"
"33398","blue-collar","basic.4y",33,"tue",1.291,"single",5099.1,"may"
"33399","technician","professional.course",39,"tue",1.291,"single",5099.1,"may"
"33401","services","high.school",33,"tue",1.291,"divorced",5099.1,"may"
"33434","technician","basic.9y",28,"tue",1.291,"single",5099.1,"may"
"33435","technician","university.degree",33,"tue",1.291,"single",5099.1,"may"
"33438","services","high.school",29,"tue",1.291,"married",5099.1,"may"
"33441","admin.","high.school",27,"tue",1.291,"single",5099.1,"may"
"33445","admin.","high.school",45,"tue",1.291,"married",5099.1,"may"
"33447","housemaid","basic.4y",57,"tue",1.291,"married",5099.1,"may"
"33449","blue-collar","basic.6y",51,"tue",1.291,"married",5099.1,"may"
"33452","blue-collar","basic.6y",41,"tue",1.291,"married",5099.1,"may"
"33457","blue-collar","basic.6y",41,"tue",1.291,"married",5099.1,"may"
"33465","blue-collar","basic.9y",47,"tue",1.291,"married",5099.1,"may"
"33470","admin.","basic.9y",35,"tue",1.291,"single",5099.1,"may"
"33475","student","high.school",27,"tue",1.291,"single",5099.1,"may"
"33476","technician","professional.course",30,"tue",1.291,"single",5099.1,"may"
"33479","blue-collar","basic.9y",48,"tue",1.291,"married",5099.1,"may"
"33483","blue-collar","basic.9y",27,"tue",1.291,"single",5099.1,"may"
"33503","blue-collar","basic.6y",41,"tue",1.291,"married",5099.1,"may"
"33506","technician","professional.course",49,"tue",1.291,"divorced",5099.1,"may"
"33508","services","high.school",32,"tue",1.291,"married",5099.1,"may"
"33518","services","high.school",28,"tue",1.291,"single",5099.1,"may"
"33522","blue-collar","high.school",35,"tue",1.291,"married",5099.1,"may"
"33531","blue-collar","basic.9y",35,"tue",1.291,"married",5099.1,"may"
"33536","services","high.school",36,"tue",1.291,"single",5099.1,"may"
"33541","technician","university.degree",37,"tue",1.291,"single",5099.1,"may"
"33548","technician","high.school",33,"tue",1.291,"divorced",5099.1,"may"
"33553","blue-collar","basic.9y",33,"tue",1.291,"married",5099.1,"may"
"33557","admin.","university.degree",32,"tue",1.291,"single",5099.1,"may"
"33561","blue-collar","basic.9y",46,"tue",1.291,"married",5099.1,"may"
"33562","blue-collar","basic.4y",54,"tue",1.291,"married",5099.1,"may"
"33564","admin.","high.school",35,"tue",1.291,"single",5099.1,"may"
"33571","admin.","high.school",44,"tue",1.291,"divorced",5099.1,"may"
"33572","technician","professional.course",36,"tue",1.291,"married",5099.1,"may"
"33579","blue-collar","professional.course",33,"tue",1.291,"single",5099.1,"may"
"33584","services","basic.6y",37,"tue",1.291,"divorced",5099.1,"may"
"33585","self-employed","basic.4y",26,"tue",1.291,"married",5099.1,"may"
"33589","technician","basic.6y",53,"tue",1.291,"married",5099.1,"may"
"33603","services","high.school",37,"tue",1.291,"married",5099.1,"may"
"33604","self-employed","basic.9y",53,"tue",1.291,"married",5099.1,"may"
"33614","admin.","high.school",34,"tue",1.291,"married",5099.1,"may"
"33619","services","basic.6y",42,"wed",1.281,"single",5099.1,"may"
"33624","technician","high.school",30,"wed",1.281,"single",5099.1,"may"
"33630","student","high.school",26,"wed",1.281,"single",5099.1,"may"
"33641","blue-collar","basic.9y",38,"wed",1.281,"single",5099.1,"may"
"33644","housemaid","basic.9y",24,"wed",1.281,"married",5099.1,"may"
"33651","blue-collar","unknown",53,"wed",1.281,"single",5099.1,"may"
"33653","blue-collar","basic.9y",36,"wed",1.281,"divorced",5099.1,"may"
"33667","self-employed","professional.course",29,"wed",1.281,"single",5099.1,"may"
"33676","blue-collar","basic.6y",36,"wed",1.281,"married",5099.1,"may"
"33679","student","high.school",23,"wed",1.281,"single",5099.1,"may"
"33681","services","high.school",23,"wed",1.281,"married",5099.1,"may"
"33683","blue-collar","basic.6y",25,"wed",1.281,"single",5099.1,"may"
"33685","blue-collar","high.school",29,"wed",1.281,"married",5099.1,"may"
"33695","technician","basic.9y",28,"wed",1.281,"married",5099.1,"may"
"33706","admin.","basic.9y",29,"wed",1.281,"single",5099.1,"may"
"33711","blue-collar","basic.4y",42,"wed",1.281,"married",5099.1,"may"
"33714","student","high.school",28,"wed",1.281,"single",5099.1,"may"
"33737","self-employed","basic.9y",38,"wed",1.281,"married",5099.1,"may"
"33738","unemployed","basic.9y",31,"wed",1.281,"married",5099.1,"may"
"33750","admin.","high.school",27,"wed",1.281,"single",5099.1,"may"
"33757","blue-collar","basic.6y",35,"wed",1.281,"married",5099.1,"may"
"33762","blue-collar","basic.6y",38,"wed",1.281,"married",5099.1,"may"
"33763","services","high.school",57,"wed",1.281,"married",5099.1,"may"
"33765","technician","university.degree",33,"wed",1.281,"single",5099.1,"may"
"33773","management","university.degree",29,"wed",1.281,"married",5099.1,"may"
"33778","admin.","high.school",35,"wed",1.281,"divorced",5099.1,"may"
"33779","admin.","high.school",35,"wed",1.281,"divorced",5099.1,"may"
"33787","admin.","high.school",35,"wed",1.281,"single",5099.1,"may"
"33796","management","university.degree",53,"wed",1.281,"married",5099.1,"may"
"33797","blue-collar","high.school",25,"wed",1.281,"single",5099.1,"may"
"33800","services","high.school",33,"wed",1.281,"married",5099.1,"may"
"33809","admin.","high.school",28,"wed",1.281,"married",5099.1,"may"
"33816","blue-collar","basic.6y",39,"wed",1.281,"divorced",5099.1,"may"
"33823","blue-collar","basic.4y",55,"wed",1.281,"married",5099.1,"may"
"33828","blue-collar","basic.9y",30,"wed",1.281,"married",5099.1,"may"
"33836","admin.","high.school",30,"wed",1.281,"single",5099.1,"may"
"33839","services","high.school",30,"wed",1.281,"single",5099.1,"may"
"33840","unemployed","basic.9y",31,"wed",1.281,"married",5099.1,"may"
"33841","blue-collar","basic.9y",29,"wed",1.281,"single",5099.1,"may"
"33848","blue-collar","basic.9y",38,"wed",1.281,"married",5099.1,"may"
"33855","admin.","basic.9y",43,"wed",1.281,"divorced",5099.1,"may"
"33856","blue-collar","basic.9y",28,"wed",1.281,"single",5099.1,"may"
"33866","admin.","high.school",27,"wed",1.281,"single",5099.1,"may"
"33868","management","university.degree",53,"wed",1.281,"married",5099.1,"may"
"33871","admin.","university.degree",29,"wed",1.281,"single",5099.1,"may"
"33874","student","high.school",22,"wed",1.281,"single",5099.1,"may"
"33876","blue-collar","basic.9y",32,"wed",1.281,"married",5099.1,"may"
"33879","blue-collar","basic.9y",29,"wed",1.281,"single",5099.1,"may"
"33881","technician","high.school",42,"wed",1.281,"divorced",5099.1,"may"
"33884","blue-collar","basic.9y",51,"wed",1.281,"divorced",5099.1,"may"
"33885","admin.","high.school",31,"wed",1.281,"married",5099.1,"may"
"33893","blue-collar","basic.4y",41,"wed",1.281,"married",5099.1,"may"
"33897","blue-collar","basic.9y",30,"wed",1.281,"married",5099.1,"may"
"33908","admin.","high.school",23,"wed",1.281,"single",5099.1,"may"
"33913","housemaid","basic.4y",58,"wed",1.281,"married",5099.1,"may"
"33921","services","high.school",31,"wed",1.281,"single",5099.1,"may"
"33928","blue-collar","basic.9y",48,"wed",1.281,"married",5099.1,"may"
"33932","blue-collar","high.school",29,"wed",1.281,"single",5099.1,"may"
"33940","technician","high.school",44,"wed",1.281,"single",5099.1,"may"
"33942","self-employed","high.school",43,"wed",1.281,"single",5099.1,"may"
"33945","blue-collar","basic.9y",29,"wed",1.281,"single",5099.1,"may"
"33952","student","high.school",24,"wed",1.281,"single",5099.1,"may"
"33956","admin.","high.school",40,"wed",1.281,"single",5099.1,"may"
"33959","student","university.degree",24,"wed",1.281,"single",5099.1,"may"
"33968","admin.","university.degree",34,"wed",1.281,"married",5099.1,"may"
"33973","blue-collar","basic.9y",29,"wed",1.281,"married",5099.1,"may"
"33983","blue-collar","basic.4y",45,"wed",1.281,"single",5099.1,"may"
"33991","services","high.school",36,"wed",1.281,"single",5099.1,"may"
"34004","blue-collar","university.degree",27,"wed",1.281,"married",5099.1,"may"
"34017","technician","professional.course",42,"wed",1.281,"single",5099.1,"may"
"34024","blue-collar","basic.9y",24,"wed",1.281,"divorced",5099.1,"may"
"34027","blue-collar","high.school",31,"wed",1.281,"divorced",5099.1,"may"
"34030","services","high.school",41,"wed",1.281,"married",5099.1,"may"
"34033","blue-collar","high.school",39,"wed",1.281,"married",5099.1,"may"
"34037","admin.","university.degree",33,"wed",1.281,"single",5099.1,"may"
"34040","admin.","high.school",24,"wed",1.281,"single",5099.1,"may"
"34046","admin.","high.school",35,"wed",1.281,"married",5099.1,"may"
"34051","blue-collar","unknown",34,"wed",1.281,"married",5099.1,"may"
"34058","blue-collar","basic.9y",35,"wed",1.281,"married",5099.1,"may"
"34059","blue-collar","basic.9y",31,"wed",1.281,"married",5099.1,"may"
"34065","blue-collar","basic.4y",41,"wed",1.281,"married",5099.1,"may"
"34067","services","basic.6y",29,"wed",1.281,"single",5099.1,"may"
"34082","admin.","university.degree",33,"wed",1.281,"divorced",5099.1,"may"
"34087","management","university.degree",39,"wed",1.281,"divorced",5099.1,"may"
"34089","admin.","university.degree",31,"wed",1.281,"married",5099.1,"may"
"34095","admin.","university.degree",36,"wed",1.281,"single",5099.1,"may"
"34099","services","high.school",36,"wed",1.281,"single",5099.1,"may"
"34103","services","high.school",35,"wed",1.281,"single",5099.1,"may"
"34105","blue-collar","basic.9y",29,"wed",1.281,"divorced",5099.1,"may"
"34109","admin.","high.school",43,"wed",1.281,"married",5099.1,"may"
"34112","housemaid","high.school",41,"wed",1.281,"married",5099.1,"may"
